ts,model,label,ok,error,ttft_ms,e2e_ms,prompt_tokens,output_tokens,tps,tpot_ms,prefill_ms,itl_mean_ms,itl_p95_ms,itl_count
1761170341.5701048,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5703316,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5709846,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5712202,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5733933,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.574046,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5742424,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5749826,qwen2.5:14b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761170341.5757248,qwen2.5:14b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5762274,qwen2.5:14b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5764263,qwen2.5:14b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761170341.5781386,qwen2.5:14b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5783298,qwen2.5:14b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.578504,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5788624,qwen2.5:14b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761170341.5804253,qwen2.5:14b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761170341.5806422,qwen2.5:14b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761170341.5808148,qwen2.5:14b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761170341.5809803,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5824914,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5828118,qwen2.5:14b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761170341.58364,qwen2.5:14b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761170341.5840843,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761170341.5849776,qwen2.5:14b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
