ts,model,label,ok,error,ttft_ms,e2e_ms,prompt_tokens,output_tokens,tps,tpot_ms,prefill_ms,itl_mean_ms,itl_p95_ms,itl_count
1761168639.3898478,mistral:7b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.3900707,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.3909917,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.391201,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.3927388,mistral:7b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.392929,mistral:7b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761168639.3944025,mistral:7b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.3946307,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.3948174,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.3949983,mistral:7b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761168639.3969212,mistral:7b,chat_multi_turn,False,All connection attempts failed,,,,,,,,,,
1761168639.3973582,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.3979285,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.3981671,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.39896,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.3999028,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.400781,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4010108,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4015265,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4018805,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.403182,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4033728,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4035542,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.403966,mistral:7b,math_gsm8k,False,All connection attempts failed,,,,,,,,,,
1761168639.4058657,mistral:7b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4061527,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4063516,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4067543,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4085314,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.408775,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4089541,mistral:7b,long_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.409627,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
1761168639.4107246,mistral:7b,short_instruction,False,All connection attempts failed,,,,,,,,,,
1761168639.4113212,mistral:7b,code_humaneval,False,All connection attempts failed,,,,,,,,,,
